UserId:ItemId,Prediction
u0019151:i0369610,7.58725
u0019151:i0373889,8.04714
u0019151:i0381849,6.15786
u0019151:i0831387,7.85855
u0019151:i0870111,7.50059
u0019151:i1204975,6.99408
u0019151:i1204977,6.38619
u0019151:i1408253,7.11602
u0019151:i1571249,7.75079
u0019151:i1587310,7.58491
u0019151:i1670345,7.16047
u0019151:i1698641,5.74991
u0019151:i1742044,6.58406
u0019151:i1823672,7.60825
u0019151:i1837613,8.50041
u0019151:i1843866,7.84925
u0019151:i1877832,7.40756
u0019151:i1956620,7.0356
u0019151:i1959490,8.19759
u0019151:i2004420,6.87527
u0019151:i2179136,7.72941
u0019151:i2209764,7.64657
u0019151:i2334879,7.16106
u0019151:i2357291,7.75282
u0019151:i2431286,7.72098
u0019151:i2446600,10
u0019151:i2557490,6.98671
u0019151:i2752758,9.50029
u0019151:i2975578,7.68233
u0019161:i0470752,7.86919
u0019161:i0802948,6.38845
u0019161:i0816692,9.11738
u0019161:i1020072,8.7761
u0019161:i1126590,5.75067
u0019161:i1392190,7.87515
u0019161:i1872194,8.97059
u0019161:i1951265,7.59647
u0019161:i2179136,8.47317
u0019161:i2802144,8
u0019166:i2096673,5
u0019166:i2293640,5
u0019166:i2381249,5
u0019176:i0084390,10
u0019176:i2370248,7.66916
u0019176:i3538766,7.38111
u0019184:i0412019,10
u0019184:i1691917,6.47569
u0019184:i2245084,8.46001
u0019184:i2872732,7.96497
u0019193:i0470752,7.41269
u0019193:i1065073,8.26933
u0019193:i1100089,8.68526
u0019193:i1126590,5.75067
u0019193:i1605717,7.16405
u0019193:i1791682,8
u0019193:i2084970,7.35926
u0019193:i2172584,7.73
u0019193:i2305051,7.00455
u0019193:i2381941,7.46387
u0019193:i2397535,7.1627
u0019193:i2465578,7.26779
u0019193:i2473794,8.15692
u0019193:i2802144,8
u0019193:i2802154,8.5
u0019193:i2872718,7.72841
u0019193:i2911666,6.49185
u0019193:i2937898,8
u0019193:i2980516,7.66884
u0019193:i3316960,9.50029
u0019193:i3409392,9
u0019193:i3630276,7.67382
u0019193:i3729920,4.23756
u0019193:i4284010,7.51718
u0019221:i0114388,7.96103
u0019221:i0482571,8.71587
u0019221:i1758830,6.45117
u0019221:i1800241,8.22399
u0019230:i0106677,7.42189
u0019230:i0458481,8.14299
u0019230:i1065073,8.26933
u0019230:i1454029,8.34551
u0019230:i2179136,7.72941
u0019231:i0114746,8.61835
u0019231:i0758758,8.44382
u0019231:i1392190,7.99891
u0019231:i1972571,6.68523
u0019231:i2278388,8.53202
u0019231:i2562232,7.6235
u0019231:i2713180,8.49418
u0019245:i0369610,5
u0019245:i1243974,5
u0019245:i2096673,5
u0019245:i2582496,5
u0019245:i3079380,5
u0019245:i3152624,5
u0019245:i3715320,5
u0019256:i0075213,10
u0019256:i2398231,8
u0019256:i2713180,8.49418
u0019256:i2911666,7.96792
u0019274:i0478970,6.74784
u0019274:i0829150,6.7898
u0019274:i1392190,6.8174
u0019274:i2170593,7.74938
u0019274:i3079380,6.90088
u0019279:i1392190,7.1527
u0019279:i1767372,7.23876
u0019279:i2096673,7.33916
u0019279:i2381249,7.45629
u0019279:i2737050,7.36936
u0019279:i3235888,9.00139
u0019308:i1398426,7.00966
u0019308:i1694020,5.76455
u0019308:i2582802,7.66839
u0019308:i2637276,7.0321
u0019308:i2802144,8
u0019308:i2820852,7.05828
u0019328:i2245084,8.46001
u0019328:i2802144,8
u0019328:i2820852,8.15334
u0019335:i2126355,8.63636
u0019335:i2231253,8.63636
u0019335:i2820852,8.63636
u0019352:i0038192,7.214
u0019352:i0061770,9
u0019352:i0070119,7.27242
u0019352:i0098621,9
u0019352:i0332280,6.59964
u0019352:i0477348,7.36082
u0019352:i2090629,7.33614
u0019352:i2561572,7.40566
u0019352:i2872732,7.96497
u0019352:i4547120,7.4815
u0019352:i4625336,7.56423
u0019368:i0089374,7.44559
u0019368:i0145660,7.43282
u0019368:i0455944,7.46705
u0019368:i1408101,7.695
u0019386:i0362227,7.60975
u0019386:i0765010,7.29359
u0019386:i1152836,7.44084
u0019386:i1411697,7.88702
u0019386:i2084970,7.35926
u0019386:i2582802,7.66839
u0019387:i0443706,7.73479
u0019387:i0478970,7.08336
u0019387:i0482571,8.71587
u0019387:i1392190,7.09434
u0019387:i1638355,7.10588
u0019387:i1655441,7.11799
u0019387:i1727770,7.13071
u0019387:i1798684,7.14406
u0019387:i1837562,7.15808
u0019387:i1964418,7.1728
u0019387:i2126355,7.18826
u0019387:i2179136,7.72941
u0019387:i2381249,7.20449
u0019387:i2395427,7.22153
u0019387:i2679042,7.23943
u0019387:i2820852,7.25822
u0019387:i2980516,7.66884
u0019387:i3045616,7.27795
u0019387:i3622592,7.29866
u0019387:i3687398,7.32042
u0019394:i0065207,7.5823
u0019394:i0065938,8
u0019394:i0087544,7.43809
u0019394:i0096283,8.77574
u0019394:i0102803,7.41646
u0019394:i0105112,7.40429
u0019394:i0109686,6.68284
u0019394:i0110475,7.42202
u0019394:i0139809,8
u0019394:i0145660,7.43282
u0019394:i0175880,7.49431
u0019394:i0272152,8.35474
u0019394:i0369610,7.53718
u0019394:i0470752,7.53262
u0019394:i0478970,7.528
u0019394:i0829482,7.09903
u0019394:i0830515,7.64603
u0019394:i0884732,7.50619
u0019394:i1097643,6.5009
u0019394:i1109624,7.81563
u0019394:i1340138,7.52333
u0019394:i1392190,7.51859
u0019394:i1504320,7.3781
u0019394:i1519461,7.51379
u0019394:i1524930,7.50892
u0019394:i1568921,8.73507
u0019394:i1591095,6.38445
u0019394:i1614989,8.08165
u0019394:i1662293,5.60615
u0019394:i1716772,6.47549
u0019394:i1727388,7.40383
u0019394:i1727770,7.50399
u0019394:i1791528,6.2478
u0019394:i1823672,7.49899
u0019394:i1920945,7.50186
u0019394:i1931388,5.7435
u0019394:i1964418,7.49393
u0019394:i2088003,7.48879
u0019394:i2096672,6.71531
u0019394:i2120120,7.4836
u0019394:i2125435,6.82636
u0019394:i2126355,7.47833
u0019394:i2179136,7.72941
u0019394:i2209764,7.64657
u0019394:i2245084,8.61955
u0019394:i2261331,6.5009
u0019394:i2321549,6.21855
u0019394:i2339741,6.88194
u0019394:i2359024,6.43293
u0019394:i2381249,7.47299
u0019394:i2388715,5.91823
u0019394:i2395427,7.46758
u0019394:i2436386,7.46209
u0019394:i2561572,7.45654
u0019394:i2637276,7.45091
u0019394:i2637294,7.4452
u0019394:i2692250,7.10432
u0019394:i2713180,9
u0019394:i2753778,7.43942
u0019394:i2788710,8.2827
u0019394:i2802144,8
u0019394:i2820852,7.43356
u0019394:i2870612,5.30681
u0019394:i2911666,7.96792
u0019394:i2937898,8
u0019394:i2980516,7.66884
u0019394:i2980592,6.78906
u0019394:i3079380,7.42763
u0019394:i3152624,7.42161
u0019394:i3235888,9.00139
u0019394:i3322940,7.18685
u0019394:i3605418,7.41551
u0019394:i3704538,8.51282
u0019394:i4178092,7.40934
u0019394:i4660980,7.40308
u0019402:i1392190,7.53361
u0019402:i1617661,7.66256
u0019402:i2326554,9.00139
u0019402:i2908446,7.81729
u0019402:i3504048,8
u0019414:i0114369,8.81202
u0019414:i0327056,8.6947
u0019414:i1029360,7.43171
u0019414:i1100089,8.68526
u0019414:i1392190,7.44583
u0019414:i1661820,7.46088
u0019414:i1791528,6.2478
u0019414:i1853728,8.09362
u0019414:i1872194,8.02942
u0019414:i2326612,6.09142
u0019414:i2381249,7.47694
u0019414:i2395427,7.49407
u0019414:i2717822,5.50148
u0019414:i2802144,8
u0019414:i2820852,7.51234
u0019415:i0058461,8.59504
u0019415:i0075005,7.60888
u0019415:i0091064,6.38822
u0019415:i0093894,7.55835
u0019415:i0099165,7.72461
u0019415:i0105695,6.98852
u0019415:i0264472,8.45156
u0019415:i0357413,6.6972
u0019415:i0369610,7.24133
u0019415:i0470752,7.25922
u0019415:i0478970,7.27764
u0019415:i1340138,7.2966
u0019415:i1392190,7.31612
u0019415:i1590089,6.84601
u0019415:i1617661,7.33621
u0019415:i1872194,7.96972
u0019415:i1899353,8.12193
u0019415:i1964418,7.35689
u0019415:i2096673,7.37818
u0019415:i2125501,10
u0019415:i2245084,8.12008
u0019415:i2322441,7.40009
u0019415:i2381249,7.42266
u0019415:i2381941,7.44588
u0019415:i2395427,7.46979
u0019415:i2562232,7.6235
u0019415:i2582802,7.66839
u0019415:i2713180,8
u0019415:i2717822,5.50148
u0019415:i2800240,8.00198
u0019415:i2802144,8
u0019415:i2911666,7.47739
u0019415:i3321428,7.4944
u0019415:i3819668,7.51973
u0019444:i2273657,8.13636
u0019444:i2561572,8.13636
u0019444:i2848292,8.13636
u0019444:i2967224,8.13636
u0019454:i1020072,8.7761
u0019454:i1567437,7.96208
u0019454:i1823672,7.9975
u0019454:i2199571,8.03645
u0019454:i2358925,8.0793
u0019454:i2381941,8.12643
u0019454:i2582802,7.92357
u0019454:i2802144,8
u0019454:i3316960,9.50029
u0019454:i3538766,7.38111
u0019468:i0371257,7.62583
u0019468:i1297919,6.23149
u0019468:i2381249,6.28577
u0019482:i0076759,8.71992
u0019482:i0080684,8.66868
u0019482:i0086190,8.80405
u0019482:i0088847,7.62344
u0019482:i0096895,6.52262
u0019482:i0102926,7.39094
u0019482:i0103776,6.71331
u0019482:i0114369,8.81202
u0019482:i0117060,6.6585
u0019482:i0120363,8.55622
u0019482:i0120382,7.90106
u0019482:i0120660,4.90502
u0019482:i0120755,7.24363
u0019482:i0120915,7.15021
u0019482:i0121765,7.17273
u0019482:i0121766,6.55914
u0019482:i0133093,7.73656
u0019482:i0212985,8.1276
u0019482:i0234215,8.0226
u0019482:i0242653,8.2831
u0019482:i0268397,9.50029
u0019482:i0289765,7.7329
u0019482:i0317919,6.74637
u0019482:i0328832,10
u0019482:i0345950,10
u0019482:i0359950,7.95614
u0019482:i0360486,7.54431
u0019482:i0361748,8.60753
u0019482:i0369610,7.81715
u0019482:i0383574,7.95239
u0019482:i0388795,7.34327
u0019482:i0435761,8.34581
u0019482:i0449088,7.46242
u0019482:i0463998,6.02256
u0019482:i0477347,6.18692
u0019482:i1010048,7.03219
u0019482:i1192628,7.77384
u0019482:i1386932,8.27722
u0019482:i1392190,7.81211
u0019482:i1490017,7.39465
u0019482:i1645170,9.50029
u0019482:i1911658,5.75067
u0019482:i2245084,9.11901
u0019482:i2310332,8.16751
u0019482:i2395427,7.80697
u0019482:i2802144,8
u0019482:i2820852,7.80172
u0019482:i3331846,9
u0019492:i0470752,7.04387
u0019492:i1392190,7.23451
u0019492:i1791528,6.2478
u0019492:i1798709,7.78748
u0019492:i2245084,8.46001
u0019492:i2911666,7.96792
u0019508:i0092099,5.42357
u0019508:i0095953,7.95537
u0019508:i0110475,7.42202
u0019508:i0435625,6.93315
u0019508:i2334879,7.16106
u0019538:i0378194,8.08142
u0019538:i2084970,7.35926
u0019538:i2096672,6.71531
u0019538:i2338151,6.30722
u0019538:i4927574,7.49264
u0019551:i2084970,7.35926
u0019551:i2446042,6.91222
u0019551:i2872718,7.72841
u0019552:i0470752,6.36945
u0019552:i2170593,7.74938
u0019552:i2872718,7.72841
u0019552:i2935476,6.71181
u0019558:i0061512,8.57581
u0019558:i0079501,7.46603
u0019558:i0082694,6.96237
u0019558:i0089530,7.90977
u0019558:i0455944,7.46705
u0019558:i0462200,9.47088
u0019558:i0816692,8.16174
u0019558:i1436045,9.00139
u0019558:i1631867,7.55752
u0019558:i1666335,7.35725
u0019558:i1714833,7.79698
u0019558:i1872194,8.13276
u0019558:i2179136,7.72941
u0019558:i2184339,6.50723
u0019558:i2267998,8.44577
u0019558:i2446600,10
u0019558:i2713180,8.49418
u0019558:i2975578,7.68233
u0019558:i3322940,6.80937
u0019577:i1937149,6.99815
u0019577:i1981115,8.05059
u0019577:i2015381,8.02036
u0019577:i3253930,6.72733
u0019580:i0073486,8.98037
u0019580:i0096283,8.22221
u0019580:i0109830,9.10731
u0019580:i0245429,8.37022
u0019580:i0338013,8.51559
u0019580:i0756683,4.52386
u0019580:i1606389,8.20632
u0019580:i1798709,7.78748
u0019580:i2096673,7.86911
u0019580:i2224026,7.85976
u0019580:i2245084,8.46001
u0019580:i2262227,7.48891
u0019580:i2980648,8.0044
u0019580:i3183630,6.5009
u0019582:i0050986,7.51348
u0019582:i0056592,9
u0019582:i0071230,7.75554
u0019582:i0074486,10
u0019582:i0074958,8.35135
u0019582:i0077651,6.89193
u0019582:i0082495,6.25158
u0019582:i0085636,5.90462
u0019582:i0088680,6.94729
u0019582:i0090728,7.71994
u0019582:i0093058,8.43025
u0019582:i0094721,7.72195
u0019582:i0094737,7.76972
u0019582:i0095271,5.88514
u0019582:i0103776,6.71331
u0019582:i0106697,6.84287
u0019582:i0109707,7
u0019582:i0111503,6.30912
u0019582:i0115738,7.14888
u0019582:i0118715,7.5828
u0019582:i0143145,6.7926
u0019582:i0146838,7.66576
u0019582:i0246460,7.05411
u0019582:i0248667,6.3988
u0019582:i0319061,7.62164
u0019582:i0369339,7.36854
u0019582:i0381061,6.64784
u0019582:i0787474,6.43859
u0019582:i0830515,7.64603
u0019582:i0884328,5.98422
u0019582:i1074638,7.66185
u0019582:i1100089,8.68526
u0019582:i1638364,7.2038
u0019582:i1706620,7.38848
u0019582:i1823672,7.17367
u0019582:i1899353,8.12193
u0019582:i1931533,6.42988
u0019582:i2170299,6.6588
u0019582:i2179136,7.72941
u0019582:i2180411,8.07738
u0019582:i2265171,7.84882
u0019582:i2305051,7.00455
u0019582:i2316411,6.81513
u0019582:i2321549,6.21855
u0019582:i2322441,7.1989
u0019582:i2381941,7.2246
u0019582:i2771372,7.68089
u0019582:i2802144,8
u0019582:i2937898,8
u0019582:i2980516,7.66884
u0019582:i3316960,9.50029
u0019582:i3495030,7.25076
u0019582:i3742284,7.2774
u0019582:i3848892,7.30452
u0019582:i4430212,7.33213
u0019589:i0369610,6.89579
u0019589:i0455944,7.46705
u0019589:i1291150,7.18139
u0019589:i1631867,7.55752
u0019589:i1634003,4.52447
u0019589:i1790864,7.01094
u0019589:i2245084,8.46001
u0019589:i2872732,7.96497
u0019592:i0369610,7.95638
u0019592:i1872194,9.02942
u0019592:i2084970,7.35926
u0019592:i2395427,7.96889
u0019592:i2446042,8
u0019592:i2637276,7.9828
u0019592:i2802144,8
u0019592:i3079380,7.99825
u0019592:i3622592,8.01542
u0019596:i0377471,8
u0019596:i0816692,8.16174
u0019596:i2505294,10
u0019596:i2562232,7.6235
u0019596:i2582802,7.66839
u0019596:i2582846,7.49565
u0019596:i2713180,8.49418
u0019613:i1392190,5.88961
u0019613:i2395427,6.18615
u0019613:i2980516,7.66884
u0019633:i0063350,8.00212
u0019633:i0090605,7.09256
u0019633:i0116282,8.51048
u0019633:i0118715,7.5828
u0019633:i0162346,5.22925
u0019633:i0206634,8.18088
u0019633:i0265666,7.7184
u0019633:i0338013,8.81283
u0019633:i0473692,7.47345
u0019633:i0790636,7.96022
u0019633:i0884328,5.98422
u0019633:i1588334,6.44304
u0019633:i1659337,8.07134
u0019633:i1791528,6.2478
u0019633:i1935179,7.79872
u0019633:i2170439,6.6656
u0019633:i2370248,7.66916
u0019633:i2562232,7.6235
u0019633:i2582802,7.66839
u0019633:i2820852,7.46616
u0019633:i2866360,7
u0019633:i2910814,6.38293
u0019633:i3177316,8.01202
u0019633:i3235888,9.00139
u0019633:i3692768,7.45859
u0019633:i3713166,7.45073
u0019657:i0435651,6.09436
u0019657:i1109624,7.81563
u0019657:i2084970,7.35926
u0019657:i2872718,7.72841
u0019709:i0369610,7.22244
u0019709:i0840361,7.47732
u0019709:i0975645,7.50474
u0019709:i1109624,8.47106
u0019709:i1658837,6.5381
u0019709:i1791682,8
u0019709:i1843866,7.84925
u0019709:i1877832,8.02334
u0019709:i2004432,7.33526
u0019709:i2333784,6.13477
u0019709:i2359024,6.43293
u0019709:i2377322,6.58434
u0019709:i2395427,7.23926
u0019709:i2980592,6.78906
u0019722:i0317676,8.5004
u0019722:i0369610,8.66488
u0019722:i1029360,8.61375
u0019722:i1197624,6.13071
u0019722:i1340138,8.56006
u0019722:i1430612,6.49465
u0019722:i1486185,8.04789
u0019722:i1591095,6.863
u0019722:i1798684,8.50369
u0019722:i2199571,8.4445
u0019722:i2226417,7.29647
u0019722:i2293640,8.38235
u0019722:i2309260,8.31709
u0019722:i2911666,7.96792
u0019722:i2938956,8.24857
u0019722:i2975578,7.68233
u0019722:i3138376,7.75171
u0019722:i3195644,8.17662
u0019722:i3713166,8.10108
u0019722:i4178092,8.02176
u0019742:i0082782,7.39026
u0019742:i1242432,7.75417
u0019742:i1640711,6.81029
u0019742:i1726592,6.42217
u0019742:i2321549,6.21855
u0019742:i2562232,7.6235
u0019742:i2784512,10
u0019742:i2980592,7
u0019742:i3203616,7.35028
u0019742:i3235888,9.00139
u0019742:i3479316,7.39005
u0019742:i3576038,7.43287
u0019742:i3713166,7.47899
u0019750:i0107290,6.58152
u0019750:i0816692,8.16174
u0019750:i2180411,8.07738
u0019750:i2305051,7.00455
u0019761:i1340138,8.65264
u0019761:i1979320,9.13723
u0019761:i2042568,8.90925
u0019761:i2713180,9.45913
u0019761:i2820852,8.80741
u0019781:i0060196,8.49003
u0019781:i0102926,7.39094
u0019781:i1212450,7.09686
u0019781:i1291584,7.80473
u0019781:i1340138,6.95078
u0019781:i1392190,7.14585
u0019781:i1600196,7.71945
u0019781:i1675434,8.27735
u0019781:i1772288,7.36044
u0019781:i2872718,7.72841
u0019812:i0209144,8.83216
u0019812:i0443465,7.48555
u0019812:i0816692,8.16174
u0019812:i1392214,8.29513
u0019812:i2245084,8.46001
u0019812:i2397535,8.13536
u0019812:i2726560,7.79624
u0019812:i2802144,8
u0019856:i1398426,8.2
u0019856:i1674771,8.2
u0019856:i1798684,8.2
u0019856:i4178092,8.2
u0019865:i0123209,9
u0019865:i2034031,8.74329
u0019865:i2140619,8.5004
u0019865:i2272918,8
u0019900:i0067959,8.50083
u0019900:i0068205,9
u0019900:i0072962,8.63958
u0019900:i1198130,8.3021
u0019900:i2125653,8.27621
u0019900:i2382298,6.8404
u0019948:i0085407,10
u0019948:i0090605,7.34062
u0019948:i0103919,8.28284
u0019948:i0109830,9.10731
u0019948:i0118531,7.95423
u0019948:i0118884,7.93531
u0019948:i0470752,8.14051
u0019948:i1204977,6.38619
u0019948:i2784512,10
u0019948:i2980516,7.66884
u0019981:i1091191,8.3512
u0019981:i1267297,6.41695
u0019981:i2103281,7.55355
u0019981:i2245084,8.46001
u0019981:i2820852,7.09513
u0019981:i2980592,6.78906
u0019994:i0114814,8.85975
u0019994:i0362478,4.35415
u0019994:i0376136,6.37292
u0019994:i0478087,8.50384
u0019994:i0482571,8.71587
u0019994:i1189340,6.86295
u0020012:i0369610,8.8391
u0020012:i1014763,8.82905
u0020012:i1100089,8.68526
u0020012:i1655441,8.81836
u0020012:i1872194,8.13276
u0020012:i2096673,8.80701
u0020012:i2126355,8.79495
u0020012:i2199571,8.78213
u0020012:i2224026,8.76852
u0020012:i2245084,8.46001
u0020012:i2293640,8.75405
u0020012:i2381249,8.73868
u0020012:i2395427,8.72234
u0020012:i2446042,8.14763
u0020012:i3247714,8.70499
u0020012:i3713166,8.68655
u0020013:i1638355,8.04444
u0020013:i2103281,8.17777
u0020013:i2381249,8.05555
u0020013:i2395427,8.06944
u0020016:i0107290,6.58152
u0020016:i0109686,6.68284
u0020016:i0111161,8.90969
u0020016:i0119567,6.99995
u0020016:i0119654,6.11619
u0020016:i0120912,7.8144
u0020016:i0125439,7.88647
u0020016:i0126029,7.26261
u0020016:i0163025,7.60788
u0020016:i0163978,8.00198
u0020016:i0175142,6.49094
u0020016:i0198781,8.56447
u0020016:i0212346,8.50047
u0020016:i0257106,6.70622
u0020016:i0259324,7.12791
u0020016:i0266543,7.49523
u0020016:i0277027,10
u0020016:i0306047,6.71612
u0020016:i0317219,7.27122
u0020016:i0317705,8.07295
u0020016:i0330793,6.62873
u0020016:i0332280,6.59964
u0020016:i0343660,6.69876
u0020016:i0359950,7.95614
u0020016:i0362120,6.67404
u0020016:i0365748,7.74284
u0020016:i0369610,7.28528
u0020016:i0382932,8.12303
u0020016:i0384537,10
u0020016:i0389860,7.42671
u0020016:i0395699,10
u0020016:i0398286,7.88311
u0020016:i0398808,8.49418
u0020016:i0409847,10
u0020016:i0433035,7.05693
u0020016:i0446029,7.2317
u0020016:i0451079,8.46707
u0020016:i0454921,7.7159
u0020016:i0454945,6.13977
u0020016:i0467406,6.19602
u0020016:i0473075,8.5004
u0020016:i0480249,8.11157
u0020016:i0486576,5.76936
u0020016:i0489099,6.61088
u0020016:i0499549,6.03266
u0020016:i0790636,7.96022
u0020016:i0790736,6.78782
u0020016:i0795461,6.90518
u0020016:i0808510,10
u0020016:i0810913,8.24204
u0020016:i0816711,7.64988
u0020016:i0837562,7.10438
u0020016:i0848228,7.22782
u0020016:i0884328,5.98422
u0020016:i0884732,7.50619
u0020016:i0892769,8.34481
u0020016:i0938330,6.23233
u0020016:i0942385,6.0183
u0020016:i0963966,10
u0020016:i0974661,10
u0020016:i0983193,6.83649
u0020016:i0988045,7.72702
u0020016:i1014759,6.58225
u0020016:i1024648,8.36056
u0020016:i1045658,8.35978
u0020016:i1049413,8.34562
u0020016:i1071875,7.61057
u0020016:i1103153,10
u0020016:i1104001,7.35345
u0020016:i1109624,7.81563
u0020016:i1119646,6.86212
u0020016:i1135503,9.5266
u0020016:i1155076,6.01135
u0020016:i1156398,6.19375
u0020016:i1187043,8.45544
u0020016:i1192628,7.77384
u0020016:i1216475,7.89956
u0020016:i1217209,7.10256
u0020016:i1232829,7.57152
u0020016:i1245492,7.17893
u0020016:i1250777,7.01085
u0020016:i1259521,6.79789
u0020016:i1323594,7.73279
u0020016:i1375670,6.23601
u0020016:i1386703,5.90739
u0020016:i1392190,7.30286
u0020016:i1397514,8.46007
u0020016:i1399683,5.25416
u0020016:i1402488,7
u0020016:i1408101,7.695
u0020016:i1436562,8
u0020016:i1440129,6.55532
u0020016:i1446714,7.26343
u0020016:i1464540,10
u0020016:i1515091,8.29918
u0020016:i1542344,8.16879
u0020016:i1564367,6.64106
u0020016:i1588173,6.94037
u0020016:i1598822,7
u0020016:i1598828,6.09104
u0020016:i1621039,5.40064
u0020016:i1623205,7.11199
u0020016:i1636826,4.70656
u0020016:i1637725,7.26607
u0020016:i1638002,6.29893
u0020016:i1650062,10
u0020016:i1650554,6.96271
u0020016:i1661199,7.32057
u0020016:i1666186,4.50268
u0020016:i1670345,7.47887
u0020016:i1690953,7.29789
u0020016:i1702443,5.57439
u0020016:i1706620,7.38848
u0020016:i1711425,6.03619
u0020016:i1758795,4.77372
u0020016:i1772341,7.6719
u0020016:i1854564,6.58917
u0020016:i1860353,6.67571
u0020016:i1877832,7.40756
u0020016:i1915581,10
u0020016:i1922777,7.29527
u0020016:i1964418,7.33842
u0020016:i1981677,7.27074
u0020016:i2229499,8.21715
u0020016:i2334873,8.02638
u0020016:i2404311,6.9299
u0020016:i2717860,5.75143
u0020016:i2848292,7.35641
u0020016:i3079380,7.37454
u0020016:i3277552,7.3928
u0020017:i0332280,6.59964
u0020017:i0332379,9.50029
u0020017:i0478311,7.02768
u0020017:i1411697,7.88702
u0020017:i1478338,7.6968
u0020017:i1541160,6
u0020017:i1661199,6.9273
u0020017:i1723121,7.03719
u0020017:i1951261,7.44269
u0020017:i1981677,7.27074
u0020017:i2170439,6.6656
u0020017:i2848292,7.08791
u0020028:i0478970,9.47185
u0020028:i1563738,10
u0020028:i2084970,7.35926
u0020028:i2381249,9.36622
u0020028:i3079380,9.23947
u0020030:i0112471,8.19726
u0020030:i0381681,8.17245
u0020030:i1431181,8
u0020030:i1798684,8.2591
u0020036:i0020698,9.50029
u0020036:i0025373,8.93484
u0020036:i0026614,8.9086
u0020036:i0027876,8.88164
u0020036:i0031762,6.5009
u0020036:i0046876,8.76338
u0020036:i0050825,8.2552
u0020036:i0053849,8.85395
u0020036:i0056101,8.82551
u0020036:i0056255,10
u0020036:i0058930,8.79631
u0020036:i0059706,8.76632
u0020036:i0060232,10
u0020036:i0067458,7.00297
u0020036:i0070509,10
u0020036:i0073692,8.73551
u0020036:i0074777,7.2
u0020036:i0077280,7.36609
u0020036:i0085811,10
u0020036:i0089265,10
u0020036:i0105813,8.70387
u0020036:i0118780,8.67138
u0020036:i0371853,8.50384
u0020036:i0396171,10
u0020036:i0451033,8.63801
u0020036:i1031241,10
u0020036:i1376213,6.85436
u0020036:i1424310,6.26706
u0020036:i1528071,6.29735
u0020036:i1559547,6.6894
u0020036:i1772264,8.0044
u0020036:i1847750,10
u0020036:i2355495,7.7864
u0020036:i2465146,6.81862
u0020036:i2996684,10
u0020036:i3144266,8.60374
u0020036:i4145350,8.56854
u0020059:i0096895,6.52262
u0020059:i0884328,5.98422
u0020059:i1340138,7.22104
u0020059:i1392190,7.2033
u0020059:i1628055,6.39839
u0020059:i1674771,7.1842
u0020059:i1726592,6.42217
u0020059:i2084970,7.35926
u0020059:i2322441,7.16363
u0020059:i2381249,7.14148
u0020059:i2713180,8.64084
u0020059:i3045616,7.11762
u0020059:i3698408,7.83634
u0020075:i0478970,7.57344
u0020075:i0903624,8.57639
u0020075:i1172991,10
u0020075:i1386703,5.90739
u0020075:i2562232,7.6235
u0020075:i4635548,7.72457
u0020081:i0369610,7.53569
u0020081:i1638355,7.52654
u0020081:i1790864,6.25504
u0020081:i1877832,6.52723
u0020081:i2245084,8.46001
u0020081:i2322441,7.51656
u0020081:i2395427,7.50566
u0020081:i2436386,7.49378
u0020081:i2785032,7.50059
u0020081:i2802144,8
u0020081:i2911666,7.96792
u0020088:i1198156,8
u0020088:i1235522,7.0123
u0020088:i1322269,7.95854
u0020088:i1638002,6.29893
u0020088:i1939659,7.72689
u0020088:i2205697,7.28926
u0020088:i2267998,8.44577
u0020088:i2322441,7.8146
u0020088:i2582802,7.66839
u0020088:i3179568,7.74594
u0020091:i0369610,7.33589
u0020091:i0470752,7.34091
u0020091:i0478970,7.34643
u0020091:i1392190,7.3525
u0020091:i1638355,7.35918
u0020091:i1674771,7.36652
u0020091:i1798684,7.3746
u0020091:i1798709,7.78748
u0020091:i2126355,7.38349
u0020091:i3713166,7.39327
u0020106:i0183649,9.46341
u0020106:i1219289,8.06795
u0020106:i1258197,10
u0020106:i1911644,7.05906
u0020108:i0369610,5
u0020108:i0478970,5
u0020108:i2096673,5
u0020108:i2120120,5
u0020108:i2126355,5
u0020108:i2293640,5
u0020108:i2820852,5
u0020132:i1196948,6.3713
u0020132:i2096673,7.58667
u0020132:i2582802,7.66839
u0020132:i2802144,8
u0020132:i2870708,7.75079
u0020138:i1014763,7.30777
u0020138:i1524930,7.47682
u0020138:i2802144,8
u0020138:i2911666,7.96792
u0020154:i0026714,7.34337
u0020154:i0026983,7.35052
u0020154:i0034646,7.35782
u0020154:i0034694,7.36528
u0020154:i0036218,7.37289
u0020154:i0036384,7.38066
u0020154:i0037954,7.38859
u0020154:i0040525,7.79567
u0020154:i0041163,7.39668
u0020154:i0045919,7.40495
u0020154:i0047086,7.41338
u0020154:i0054390,7.422
u0020154:i0055073,7.43079
u0020154:i0056592,9
u0020154:i0057193,5.50148
u0020154:i0057918,8.99554
u0020154:i0058085,7.43976
u0020154:i0058946,9.10014
u0020154:i0059274,8
u0020154:i0060955,8.30559
u0020154:i0066026,9.50029
u0020154:i0068909,7.44893
u0020154:i0074812,10
u0020154:i0075213,10
u0020154:i0075860,7.13669
u0020154:i0079550,6.22222
u0020154:i0081268,7.45828
u0020154:i0082497,7.74687
u0020154:i0082771,7.46782
u0020154:i0084750,7.47757
u0020154:i0088758,7.48752
u0020154:i0090728,7.71994
u0020154:i0092859,7.49768
u0020154:i0093894,7.55835
u0020154:i0099939,10
